date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"July 3, 2019",Oklahoma,Lawton,N/A,0,0,http://www.gunviolencearchive.org/incident/1458998,https://oklahoman.com/article/5637109/arrests-made-in-oklahoma-texas-meth-operation
"July 3, 2019",Colorado,Colorado Springs,3400 block of Springnite Dr,1,0,http://www.gunviolencearchive.org/incident/1439802,https://gazette.com/news/affidavit-rent-dispute-led-to-fatal-shooting-in-southeast-colorado/article_915e04dc-a19d-11e9-bddf-0b29e2f1145c.html
"July 3, 2019",Alabama,Mobile,N Gimon Cir and Dauphin Island Pkwy,0,2,http://www.gunviolencearchive.org/incident/1439387,https://mynbc15.com/news/local/mpd-7-shot-in-mobile-over-long-holiday-weekend
"July 3, 2019",Mississippi,Tylertown,907 Beulah Ave,1,1,http://www.gunviolencearchive.org/incident/1438724,https://www.clarionledger.com/story/news/2019/07/03/shooting-bank-tylertown-ms-death-killed-injury-walthall-county/1641386001/
"July 3, 2019",Indiana,Muncie,Jackson St,0,0,http://www.gunviolencearchive.org/incident/1441753,https://www.thestarpress.com/story/news/crime/2019/07/07/police-accused-bike-thief-had-stolen-handgun/1656768001/
"July 3, 2019",New York,Wyandanch,Lake Dr,1,0,http://www.gunviolencearchive.org/incident/1439327,https://patch.com/new-york/deerpark-northbabylon/man-wanted-questioning-connection-li-murder-pd
"July 3, 2019",Missouri,Saint Louis,Delmar Blvd and Des Peres Ave,0,3,http://www.gunviolencearchive.org/incident/1438820,https://www.kmov.com/news/shot-near-delmar-metrolink-station--year-old-in-serious/article_0d5c361e-9dfa-11e9-9ce4-8fe923684ffb.html
"July 3, 2019",Louisiana,New Orleans,N/A,0,1,http://www.gunviolencearchive.org/incident/1438703,https://wgno.com/2019/07/03/nopd-5-year-old-boy-arrives-at-hospital-with-gunshot-wound-to-abdomen/?fbclid=IwAR28icut2nPmH7B6mxGNKNvsHBtYOS-7p4aYtCKgLQR4GQURP0X_wh-LXYU
"July 3, 2019",Louisiana,New Orleans,7000 block of Bundy Rd,0,1,http://www.gunviolencearchive.org/incident/1440231,https://twitter.com/NOPDNews/status/1146636174775259136
"July 3, 2019",Texas,El Paso,5150 El Paso Dr,1,0,http://www.gunviolencearchive.org/incident/1439346,https://www.kvia.com/crime/woman-shot-killed-by-el-paso-swat-during-standoff-was-armed-with-pellet-gun/1092124412?fbclid=IwAR3GVN10OH7uwYpOCrKS6TwcfauqMn5M2eui4-j1kLiELmkxBdh8peRR7So
"July 3, 2019",Tennessee,Madison,338 E Old Hickory Blvd,0,1,http://www.gunviolencearchive.org/incident/1438709,https://www.wsmv.com/news/officers-gather-clues-in-shooting-at-market/article_d0450a4c-9e00-11e9-9732-eb363d41c803.html
"July 3, 2019",Ohio,Dayton (Trotwood),4900 Biddison Ave,0,1,http://www.gunviolencearchive.org/incident/1438837,https://www.wdtn.com/news/local-news/swat-called-to-home-in-trotwood/
