date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"October 7, 2013",New Jersey,Tabernacle,US 206,1,0,http://www.gunviolencearchive.org/incident/984965,http://www.burlingtoncountytimes.com/news/20171109/trenton-man-resentenced-to-life-for-tabernacle-murder
"October 6, 2013",Pennsylvania,Philadelphia,54th St. and Florence Ave,1,5,http://www.gunviolencearchive.org/incident/480961,http://philadelphia.cbslocal.com/2013/10/06/6-shot-1-dead-1-critical-in-kingsessing-shooting/
"October 6, 2013",Arizona,Avondale,11120 W Van Buren St,0,4,http://www.gunviolencearchive.org/incident/480897,http://www.cbs5az.com/story/23622666/pd-4-shot-during-party-at-avondale-apartment
"October 27, 2013",Texas,Beaumont,500 block of Edgemore Drive,0,4,http://www.gunviolencearchive.org/incident/492427,http://www.12newsnow.com/story/23799456/four-injured-in-beaumont-shooting
"October 27, 2013",California,Roseville,6th Street and Hampton,0,4,http://www.gunviolencearchive.org/incident/492699,http://www.capradio.org/articles/2013/10/25/roseville-manhunt-for-suspect-in-officer-involved-shooting/
"October 27, 2013",North Carolina,Southern Pines,115 Turner St,1,4,http://www.gunviolencearchive.org/incident/492393,http://abclocal.go.com/wtvd/story?section=news/local&id=9308137
"October 27, 2013",California,Vallejo,200 block of Princeton Avenue,1,6,http://www.gunviolencearchive.org/incident/492570,http://www.dailyrepublic.com/news/crimecourts/police-1-dead-after-8-shot-while-changing-flat-tire/
"October 13, 2013",Pennsylvania,Wilkes Barre,650 S Main St,1,0,http://www.gunviolencearchive.org/incident/1007851,https://www.timesleader.com/news/732028/dj-mos-killers-sentenced-to-spend-rest-of-their-lives-behind-bars
"October 13, 2013",Pennsylvania,Harrisburg,1524 Walnut St,0,8,http://www.gunviolencearchive.org/incident/481043,http://www.pennlive.com/midstate/index.ssf/2013/10/police_confirm_eight_people_sh.html
"October 20, 2013",Florida,Margate,7400 block of Santa Monica Drive,0,4,http://www.gunviolencearchive.org/incident/481254,http://www.margatenews.net/3909/123772/a/shooting-in-margate-retaliation-for-murder-of-gang-leaders-mom
"October 20, 2013",Florida,Miami,19600 block of Southwest 168th Street,2,2,http://www.gunviolencearchive.org/incident/481263,http://www.local10.com/news/local/2-killed-2-injured-in-shooting-at-cock-fighting-event_20151127211045545
"October 29, 2013",South Carolina,Bradley (Callison),Callison Highway,5,0,http://www.gunviolencearchive.org/incident/492914,https://www.nbcnews.com/news/other/six-people-found-shot-death-south-carolina-home-f8C11494274
"October 12, 2013",Oklahoma,Tulsa,12000 E 31st St,0,5,http://www.gunviolencearchive.org/incident/481029,http://www.tulsaworld.com/news/courts/victims-in-hmong-festival-shooting-suing-event-center-alleging-negligent/article_63f3c896-f0e2-59ff-ba59-5f37432cacbf.html
"October 2, 2013",Nebraska,Omaha,North 42nd and Browne streets,0,4,http://www.gunviolencearchive.org/incident/480747,http://www.wowt.com/news/headlines/Seven-Injured-In-Overnight-Shootings-226275981.html
"October 9, 2013",Texas,Paris,400 block of NE 6th Street,4,0,http://www.gunviolencearchive.org/incident/480981,http://dfw.cbslocal.com/2013/10/10/witness-comes-forward-in-quadruple-homicide-in-paris-texas/
"October 5, 2013",Indiana,Fort Wayne,2020 Hobson Rd,1,1,http://www.gunviolencearchive.org/incident/670964,http://www.21alive.com/news/local/Hobson-Rd-Shooting-Victim-In-Critical-Condition-226489941.html
"October 5, 2013",California,Fresno,3883 E. Calwa #114,1,12,http://www.gunviolencearchive.org/incident/480765,http://sanfrancisco.cbslocal.com/2013/10/06/gunfight-fresno-motorcycle-club/
"October 5, 2013",New York,Buffalo,102 Zelmer Street,0,4,http://www.gunviolencearchive.org/incident/480882,http://www.buffalonews.com/city-region/police-blotter/four-shot-outside-zelmer-street-party-20131006
"October 26, 2013",Florida,Miami Gardens,NW 187 Street and 30 Avenue,0,4,http://www.gunviolencearchive.org/incident/481419,http://miami.cbslocal.com/2013/10/27/four-injured-in-miami-gardens-shooting/
"October 26, 2013",Arizona,Phoenix,17th Avenue and Hazelwood Street,5,0,http://www.gunviolencearchive.org/incident/492325,https://www.usatoday.com/story/news/nation/2013/10/28/phoenix-quadruple-shooting/3292871/
"October 26, 2013",Connecticut,New Haven,85 Saint John St,1,5,http://www.gunviolencearchive.org/incident/492366,http://www.nhregister.com/article/NH/20151110/NEWS/151119975
"October 21, 2013",Pennsylvania,Pittsburgh (Homewood),7200 block of Kelly Street,2,5,http://www.gunviolencearchive.org/incident/481268,http://www.wtae.com/news/local/allegheny/two-people-shot-at-homewood-club/22532992u
